sku,name,author,regular_price,sale_price,qty,publisher,edition,cost,notes,cover,translator,description,images,genre,ln,condition,isbn,no_of_page,name_alt,source_url,id,error
20-10-083,সোয়ালো(অনুবাদ),হেনরি রাইডার হ্যাগার্ড,75,,2,সেবা প্রকাশনী,2016,20,,Paperback,সায়েম সোলায়মান,,,সেবা (স্পেশাল)-OLD,Bn,OLD,,,,,45447,not found under this category
20-10-084,স্পার্ক অভ লাইফ,এরিক মারিয়া রেমার্ক,75,,0,সেবা প্রকাশনী,2018,20,,Paperback,তৌফির হাসান উর রাকিব/মারুফ হোসেন,,,সেবা (স্পেশাল)-OLD,Bn,OLD,,,,,45448,not found under this category
20-10-085,স্বর্ণসন্ধানী/মীমাংসা,কাজী শাহনূর হোসেন/গোলাম মাওলা নঈম,65,,1,সেবা প্রকাশনী,2017,20,,Paperback,,,,সেবা (স্পেশাল)-OLD,Bn,OLD,,,,,45452,not found under this category
20-10-086,লড়াকু,গোলাম মাওলা নঈম,75,,1,সেবা প্রকাশনী,,20,,Paperback,,,,সেবা (স্পেশাল)-OLD,Bn,OLD,,,,,45449,not found under this category
20-10-087,মৃত্যু পরোয়ানা,ইসমাইল আরমান,75,,0,সেবা প্রকাশনী,2018,20,,Paperback,,,মৃত্যু পরোয়ানা.jpg,সেবা (স্পেশাল)-OLD,Bn,OLD,,,,,45451,not found under this category
20-11-001,ভুতের হাসি,রকিব হাসান,40,,0,সেবা প্রকাশনী,1988,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45455,not found under this category
20-11-002,সাগরে শঙ্কা,শামসুদ্দীন নওয়াব,40,,0,সেবা প্রকাশনী,2005,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45453,not found under this category
20-11-003,রাত্রি ভয়ংকর,রকিব হাসান,40,,2,সেবা প্রকাশনী,1998,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45454,not found under this category
20-11-004,কালোপর্দার অন্তরালে,শামসুদ্দীন নওয়াব,40,,1,সেবা প্রকাশনী,2004,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45456,not found under this category
20-11-005,ব্রাউন্সভিলে গণ্ডগোল,শামসুদ্দীন নওয়াব,40,,0,সেবা প্রকাশনী,2005,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45457,not found under this category
20-11-006,পিছনে কে?,শামসুদ্দীন নওয়াব,40,,0,সেবা প্রকাশনী,2004,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45458,not found under this category
20-11-007,মূর্তি চোর,শামসুদ্দীন নওয়াব,40,,3,সেবা প্রকাশনী,2005,20,,Paperback,,,মূর্তি চোর.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45461,not found under this category
20-11-008,মঞ্চভীতি,রকিব হাসান,40,,1,সেবা প্রকাশনী,1995,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45459,not found under this category
20-11-009,পুরানো কামান,রকিব হাসান,40,,2,সেবা প্রকাশনী,1996,20,,Paperback,,,পুরানো কামান.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45463,not found under this category
20-11-010,মহাকাশের কিশোর,রকিব হাসান,40,,4,সেবা প্রকাশনী,2002,20,,Paperback,,,মহাকাশের কিশোর.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45466,not found under this category
20-11-011,জয়দেবপুরে তিন গোয়েন্দা,রকিব হাসান,40,,1,সেবা প্রকাশনী,2003,20,,Paperback,,,জয়দেবপুরে তিন গোয়েন্দা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45467,not found under this category
20-11-012,পতঙ্গ ব্যবসা,রকিব হাসান,40,,4,সেবা প্রকাশনী,1996,20,,Paperback,,,পতঙ্গ ব্যবসা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45474,not found under this category
20-11-013,মারাত্নক বিপদ,শামসুদ্দীন নওয়াব,40,,3,সেবা প্রকাশনী,2005,20,,Paperback,,,মারাত্নক বিপদ.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45473,not found under this category
20-11-014,মমিরহস্য,রকিব হাসান,40,,2,সেবা প্রকাশনী,2003,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45470,not found under this category
20-11-015,চোরের আস্তানা,রকিব হাসান,40,,1,সেবা প্রকাশনী,,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45475,not found under this category
20-11-016,মায়া নেকড়ে,রকিব হাসান,40,,3,সেবা প্রকাশনী,1997,20,,Paperback,,,মায়া নেকড়ে.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45477,not found under this category
20-11-017,টাইম ট্রাভেল,রকিব হাসান,40,,3,সেবা প্রকাশনী,2002,20,,Paperback,,,টাইম ট্রাভেল.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45479,not found under this category
20-11-018,পোষা ডাইনোসর,রকিব হাসান,40,,8,সেবা প্রকাশনী,2001,20,,Paperback,,,পোষা ডাইনোসর.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45481,not found under this category
20-11-019,নিখোঁজ সংবাদ,রকিব হাসান,40,,4,সেবা প্রকাশনী,1999,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45482,not found under this category
20-11-020,হীরার কার্তুজ,রকিব হাসান,40,,5,সেবা প্রকাশনী,2003,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45483,not found under this category
20-11-021,গুপ্তধনের সন্ধানে,রকিব হাসান,40,,0,সেবা প্রকাশনী,2003,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45484,not found under this category
20-11-022,রাতের আঁধারে,রকিব হাসান,40,,5,সেবা প্রকাশনী,1998,20,,Paperback,,,রাতের আঁধারে.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45490,not found under this category
20-11-023,সময়সুড়ঙ্গ,রকিব হাসান,40,,2,সেবা প্রকাশনী,2000,20,,Paperback,,,সময়সুড়ঙ্গ.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45486,not found under this category
20-11-024,মায়াজাল,রকিব হাসান,40,,1,সেবা প্রকাশনী,,20/22,,Paperback,,,মায়াজাল.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45488,not found under this category
20-11-025,মরণসঙ্কেত,শামসুদ্দীন নওয়াব,40,,1,সেবা প্রকাশনী,2004,20,,Paperback,,,মরণসঙ্কেত.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45492,not found under this category
20-11-026,বিপদের গন্ধ,রকিব হাসান,40,,3,সেবা প্রকাশনী,,20,,Paperback,,,বিপদের গন্ধ.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45494,not found under this category
20-11-027,সীমান্তে সংঘাত,রকিব হাসান,40,,4,সেবা প্রকাশনী,2001,20,,Paperback,,,সীমান্তে সংঘাত.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45497,not found under this category
20-11-028,কাটমুন্ডুর দেশে,রকিব হাসান,40,,1,সেবা প্রকাশনী,2003,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45495,not found under this category
20-11-029,পিশাচকন্যা,রকিব হাসান,40,,7,সেবা প্রকাশনী,2000,20,,Paperback,,,পিশাচকন্যা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45499,not found under this category
20-11-030,খেপা কিশোর,রকিব হাসান,40,,0,সেবা প্রকাশনী,1999,20,,Paperback,,,খেপা কিশোর.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45501,not found under this category
20-11-031,ভয়ঙ্ককর অসহায়,রকিব হাসান,40,,3,সেবা প্রকাশনী,1998,20,,Paperback,,,ভয়ঙ্ককর অসহায়.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45503,not found under this category
20-11-032,প্রেতের ছায়া,রকিব হাসান,40,,3,সেবা প্রকাশনী,1998,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45504,not found under this category
20-11-033,কিশোর জাদুকর,রকিব হাসান,40,,11,সেবা প্রকাশনী,1999,20,,Paperback,,,কিশোর জাদুকর.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45506,not found under this category
20-11-034,সরাইখানায় ষড়যন্ত্র,রকিব হাসান,40,,5,সেবা প্রকাশনী,2002,20,,Paperback,,,সরাইখানায় ষড়যন্ত্র.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45509,not found under this category
20-11-035,মৃত্যুঘড়ি,রকিব হাসান,40,,2,সেবা প্রকাশনী,1996,20,,Paperback,,,মৃত্যুঘড়ি.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45510,not found under this category
20-11-036,তুষার বন্দী,রকিব হাসান,40,,6,সেবা প্রকাশনী,1998,20,,Paperback,,,তুষার বন্দী.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45512,not found under this category
20-11-037,গ্রেট রবিনিয়োসো,রকিব হাসান,40,,1,সেবা প্রকাশনী,1999,20,,Paperback,,,গ্রেট রবিনিয়োসো.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45516,not found under this category
20-11-038,জলদস্যুর গুপ্তধন,রকিব হাসান,40,,0,সেবা প্রকাশনী,2004,20,,Paperback,,,জলদস্যুর গুপ্তধন.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45514,not found under this category
20-11-039,দূর্গরহস্য,রকিব হাসান,40,,4,সেবা প্রকাশনী,2004,20,,Paperback,,,দূর্গরহস্য.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45518,not found under this category
20-11-040,সি সি সি,রকিব হাসান,40,,11,সেবা প্রকাশনী,2001,20,,Paperback,,,সি সি সি.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45520,not found under this category
20-11-041,ছায়াসঙ্গী,রকিব হাসান,40,,1,সেবা প্রকাশনী,2005,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45521,not found under this category
20-11-042,গুপ্ত শিকারি,রকিব হাসান,40,,0,সেবা প্রকাশনী,1996,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45522,not found under this category
20-11-043,সৈকতে সাবধান,রকিব হাসান,40,,3,সেবা প্রকাশনী,1998,20,,Paperback,,,সৈকতে সাবধান.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45524,not found under this category
20-11-044,দ্বীপরহস্য,রকিব হাসান,40,,8,সেবা প্রকাশনী,2003,20,,Paperback,,,দ্বীপরহস্য.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45526,not found under this category
20-11-045,প্রেতের অভিশাপ,রকিব হাসান,40,,2,সেবা প্রকাশনী,2002,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45527,not found under this category
20-11-046,মৃত্যুগুহায় বন্দি,রকিব হাসান,40,,0,সেবা প্রকাশনী,2003,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45528,not found under this category
20-11-047,শয়তানের থাবা,রকিব হাসান,40,,6,সেবা প্রকাশনী,1996,20,,Paperback,,,শয়তানের থাবা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45530,not found under this category
20-11-048,খনিতে বিপদ,রকিব হাসান,40,,1,সেবা প্রকাশনী,2004,20,,Paperback,,,খনিতে বিপদ.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45532,not found under this category
20-11-049,শ্বাপদের চোখ,রকিব হাসান,40,,6,সেবা প্রকাশনী,2001,20,,Paperback,,,শ্বাপদের চোখ.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45534,not found under this category
20-11-050,বাঁশিরহস্য,রকিব হাসান,40,,4,সেবা প্রকাশনী,2002,20,,Paperback,,,বাঁশিরহস্য.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45536,not found under this category
20-11-051,কালকেউটের ছোবলে,রকিব হাসান,40,,1,সেবা প্রকাশনী,2007,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45537,not found under this category
20-11-052,জিন্দালাশের পিছে,রকিব হাসান,40,,2,সেবা প্রকাশনী,2003,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45538,not found under this category
20-11-053,দ্বীপের মালিক,রকিব হাসান,40,,2,সেবা প্রকাশনী,1999,20,,Paperback,,,দ্বীপের মালিক.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45540,not found under this category
20-11-054,সাগরতীরে তিন গোয়েন্দা,রকিব হাসান,40,,4,সেবা প্রকাশনী,2003,20,,Paperback,,,সাগরতীরে তিন গোয়েন্দা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45543,not found under this category
20-11-055,জিনার সেই দ্বীপ,রকিব হাসান,40,,0,সেবা প্রকাশনী,1994,22,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45541,not found under this category
20-11-056,টাকার খেলা,রকিব হাসান,40,,11,সেবা প্রকাশনী,1996,22,,Paperback,,,টাকার খেলা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45545,not found under this category
20-11-057,গোপন ফর্মূলা,রকিব হাসান,40,,6,সেবা প্রকাশনী,1998,20,,Paperback,,,গোপন ফর্মূলা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45547,not found under this category
20-11-058,ওকিমুরো কর্পোরেশন,রকিব হাসান,40,,0,সেবা প্রকাশনী,1997,20,,Paperback,,,ওকিমুরো কর্পোরেশন.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45549,not found under this category
20-11-059,ঐতিহাসিক দুর্গ,রকিব হাসান,40,,3,সেবা প্রকাশনী,1994,20,,Paperback,,,ঐতিহাসিক দুর্গ.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45551,not found under this category
20-11-060,সোনার খোঁজে,রকিব হাসান,40,,4,সেবা প্রকাশনী,1998,22,,Paperback,,,সোনার খোঁজে.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45555,not found under this category
20-11-061,ট্রেইন ডাকাতি,রকিব হাসান,40,,1,সেবা প্রকাশনী,2005,22,,Paperback,,,ট্রেইন ডাকাতি.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45553,not found under this category
20-11-062,স্বর্গদ্বীপ,রকিব হাসান,40,,7,সেবা প্রকাশনী,2001,20,,Paperback,,,স্বর্গদ্বীপ.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45557,not found under this category
20-11-063,বিপজ্জনক খেলা,রকিব হাসান,40,,6,সেবা প্রকাশনী,1998,22,,Paperback,,,বিপজ্জনক খেলা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45560,not found under this category
20-11-064,উড়োচিঠি,রকিব হাসান,40,,0,সেবা প্রকাশনী,1995,22,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45558,not found under this category
20-11-065,ঘোড়াচোর কিশোর,রকিব হাসান,40,,0,সেবা প্রকাশনী,2006,22,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45561,not found under this category
20-11-066,মুখোশ পরা মানুষ,শামসুদ্দীন নওয়াব,40,,4,সেবা প্রকাশনী,2004,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45562,not found under this category
20-11-067,জাল নোট,রকিব হাসান,40,,4,সেবা প্রকাশনী,1997,20,,Paperback,,,জাল নোট.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45564,not found under this category
20-11-068,ছদ্মবেশী গোয়েন্দা,রকিব হাসান,40,,3,সেবা প্রকাশনী,2000,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45565,not found under this category
20-11-069,যুদ্ধযাত্রা,রকিব হাসান,40,,8,সেবা প্রকাশনী,2000,20,,Paperback,,,যুদ্ধযাত্রা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45568,not found under this category
20-11-070,উল্কিরহস্য,রকিব হাসান,40,,2,সেবা প্রকাশনী,1995,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45566,not found under this category
20-11-071,তিন বিঘা,রকিব হাসান,40,,6,সেবা প্রকাশনী,1999,20,,Paperback,,,তিন বিঘা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45570,not found under this category
20-11-072,তাসের খেলা,রকিব হাসান,40,,9,সেবা প্রকাশনী,2002,20,,Paperback,,,তাসের খেলা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45573,not found under this category
20-11-073,উড়ন্ত রবিন,শামসুদ্দীন নওয়াব,40,,0,সেবা প্রকাশনী,2006,22,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45571,not found under this category
20-11-074,ভ্যাম্পায়ারের দ্বীপ,রকিব হাসান,40,,5,সেবা প্রকাশনী,1998,20,,Paperback,,,ভ্যাম্পায়ারের দ্বীপ.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45575,not found under this category
20-11-075,পাহাড়ে বন্দি,রকিব হাসান,40,,1,সেবা প্রকাশনী,2005,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45576,not found under this category
20-11-076,গ্রেট কিশোরিয়াসো,রকিব হাসান,40,,2,সেবা প্রকাশনী,1999,20,,Paperback,,,গ্রেট কিশোরিয়াসো.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45578,not found under this category
20-11-077,প্রত্নসন্ধান,রকিব হাসান,40,,2,সেবা প্রকাশনী,2000,20,,Paperback,,,প্রত্নসন্ধান.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45580,not found under this category
20-11-078,নিষিদ্ধ এলাকা,রকিব হাসান,40,,7,সেবা প্রকাশনী,2001,22,,Paperback,,,নিষিদ্ধ এলাকা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45582,not found under this category
20-11-079,যুদ্ধঘোষণা,রকিব হাসান,40,,1,সেবা প্রকাশনী,1995,22,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45583,not found under this category
20-11-080,মানুষ ছিনতাই,রকিব হাসান,40,,8,সেবা প্রকাশনী,2000,22,,Paperback,,,মানুষ ছিনতাই.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45585,not found under this category
20-11-081,ঈশ্বরের অশ্রু,রকিব হাসান,40,,0,সেবা প্রকাশনী,1992,22,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45586,not found under this category
20-11-082,রেসের ঘোড়া,রকিব হাসান,40,,0,সেবা প্রকাশনী,1993,22,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45587,not found under this category
20-11-083,জবরদখল,রকিব হাসান,40,,7,সেবা প্রকাশনী,2000,22,,Paperback,,,জবরদখল.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45589,not found under this category
20-11-084,প্রেতাত্নার প্রতিশোধ,রকিব হাসান,40,,4,সেবা প্রকাশনী,1997,20,,Paperback,,,প্রেতাত্নার প্রতিশোধ.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45591,not found under this category
20-11-085,বিড়াল উধাও,রকিব হাসান,40,,3,সেবা প্রকাশনী,1994,20,,Paperback,,,বিড়াল উধাও.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45593,not found under this category
20-11-086,গ্রেট মুসাইয়োসো,রকিব হাসান,40,,0,সেবা প্রকাশনী,1999,20,,Paperback,,,গ্রেট মুসাইয়োসো.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45595,not found under this category
20-11-087,নেকড়ের গুহা,রকিব হাসান,40,,7,সেবা প্রকাশনী,2001,20,,Paperback,,,নেকড়ের গুহা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45597,not found under this category
20-11-088,জলদস্যু্র মোহর,রকিব হাসান,40,,7,সেবা প্রকাশনী,1996,20,,Paperback,,,জলদস্যু্র মোহর.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45599,not found under this category
20-11-089,গেল কোথায়,রকিব হাসান,40,,4,সেবা প্রকাশনী,1997,20,,Paperback,,,গেল কোথায়.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45601,not found under this category
20-11-090,গুপ্তচর শিকারি,রকিব হাসান,40,,0,সেবা প্রকাশনী,1996,20,,Paperback,,,গুপ্তচর শিকারি.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45604,not found under this category
20-11-091,মাকড়সামানব,রকিব হাসান,40,,6,সেবা প্রকাশনী,1997,20,,Paperback,,,মাকড়সামানব.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45605,not found under this category
20-11-092,ডাকাত সর্দার,রকিব হাসান,40,,9,সেবা প্রকাশনী,2000,20,,Paperback,,,ডাকাত সর্দার.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45607,not found under this category
20-11-093,ডীপ ফ্রীজ,রকিব হাসান,40,,11,সেবা প্রকাশনী,2002,20,,Paperback,,,ডীপ ফ্রীজ.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45609,not found under this category
20-11-094,দুর্গম কারাগার,রকিব হাসান,40,,7,সেবা প্রকাশনী,2000,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45610,not found under this category
20-11-095,নেতা নির্বাচন,রকিব হাসান,40,,1,সেবা প্রকাশনী,1995,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45611,not found under this category
20-11-096,বুদ্ধির খেলা,রকিব হাসান,40,,1,সেবা প্রকাশনী,2005,20,,Paperback,,,বুদ্ধির খেলা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45613,not found under this category
20-11-097,ড্রাগনের নিঃশ্বাস,রকিব হাসান,40,,0,সেবা প্রকাশনী,2004,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45614,not found under this category
20-11-098,দক্ষিণ যাত্রা,রকিব হাসান,40,,2,সেবা প্রকাশনী,1999,20,,Paperback,,,দক্ষিণ যাত্রা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45616,not found under this category
20-11-099,বিষাক্ত অর্কিড,রকিব হাসান,40,,4,সেবা প্রকাশনী,1997,20,,Paperback,,,বিষাক্ত অর্কিড.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45624,not found under this category
20-11-100,বিষের ভয়,রকিব হাসান,40,,5,সেবা প্রকাশনী,1995,20,,Paperback,,,বিষের ভয়.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45618,not found under this category
20-11-101,অপারেশন অ্যালিগেটর,রকিব হাসান,40,,0,সেবা প্রকাশনী,2000,20,,Paperback,,,অপারেশন অ্যালিগেটর.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45620,not found under this category
20-11-102,অপারেশন কক্সবাজার,রকিব হাসান,40,,1,সেবা প্রকাশনী,1997,20,,Paperback,,,অপারেশন কক্সবাজার.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45622,not found under this category
20-11-103,ঝামেলা,রকিব হাসান,40,,0,সেবা প্রকাশনী,1994,20,,Paperback,,,ঝামেলা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45626,not found under this category
20-11-104,রত্নের সন্ধানে,রকিব হাসান,40,,0,সেবা প্রকাশনী,2003,20,,Paperback,,,রত্নের সন্ধানে.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45628,not found under this category
20-11-106,স্পাইডারম্যান,রকিব হাসান,40,,2,সেবা প্রকাশনী,2002,20,,Paperback,,,স্পাইডারম্যান.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45630,not found under this category
20-11-107,জাদুচক্র,রকিব হাসান,40,,0,সেবা প্রকাশনী,1992,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45634,not found under this category
20-11-108,সময়সুড়ঙ্গে আবার ও তুষারমানব,শামসুদ্দীন নওয়াব,40,,0,সেবা প্রকাশনী,2006,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45631,not found under this category
20-11-109,দীঘির দানো,রকিব হাসান,40,,5,সেবা প্রকাশনী,1995,20,,Paperback,,,দীঘির দানো.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45633,not found under this category
20-11-110,বাংলাদেশে তিনগোয়েন্দা,রকিব হাসান,40,,0,সেবা প্রকাশনী,2002,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45635,not found under this category
20-11-111,বনদস্যুর কবলে,রকিব হাসান,40,,0,সেবা প্রকাশনী,2003,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45636,not found under this category
20-11-112,খেলার নেশা,রকিব হাসান,40,,0,সেবা প্রকাশনী,1995,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45637,not found under this category
20-11-113,আরেক ফ্র্যাঙ্কেনস্টাইন,রকিব হাসান,40,,2,সেবা প্রকাশনী,1998,20,,Paperback,,,আরেক ফ্র্যাঙ্কেনস্টাইন.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45645,not found under this category
20-11-114,নকশা,রকিব হাসান,40,,4,সেবা প্রকাশনী,1995,20,,Paperback,,,নকশা.jpg,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45644,not found under this category
20-11-115,ডাকাতের পিছে,রকিব হাসান,40,,2,সেবা প্রকাশনী,1995,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45646,not found under this category
20-11-116,কুকুরখেকো ডাইনী,রকিব হাসান,40,,1,সেবা প্রকাশনী,1994,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45647,not found under this category
20-11-117,গোরস্তানে আতঙ্ক,রকিব হাসান,40,,1,সেবা প্রকাশনী,1993,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45648,not found under this category
20-11-118,অবাক কান্ড,রকিব হাসান,40,,0,সেবা প্রকাশনী,1993,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45649,not found under this category
20-11-119,কবরের প্রহরী,রকিব হাসান,40,,0,সেবা প্রকাশনী,1997,20,,Paperback,,,,তিন গোয়েন্দা(single)-OLD,Bn,OLD,,,,,45650,not found under this category
